tag,name,nameColor,icon,trophies,rank,club,country_code
#PPJRR8UGR,_iñaki_,0xfff05637,{'id': 28000574},46380,152,{'name': 'BOLLITOS'},TG
#P0VQVRPYY,А хде моя,0xffcb5aff,{'id': 28000569},46328,153,{'name': 'Club israel'},TG
#JQ2LY989,SAKAR ŞAKİR,0xfff05637,{'id': 28000528},46298,154,{'name': '💀Ölüler Mekanı'},TG
#9RC9YQCQY,Цуката 2.0,0xffcb5aff,{'id': 28000596},46296,155,{'name': 'Пуля'},TG
#2JGJCYCC2,NN|andrew🪐,0xffffffff,{'id': 28000279},46277,156,{'name': 'Динамитики'},TG
#QCYRG082,ZETA|MARIOO,0xffffffff,{'id': 28000284},46224,157,{'name': 'GLOBAL SQUAD'},TG
#9V2Y0YYJ8,Яна Солях,0xff4ddba2,{'id': 28000225},46173,158,{'name': 'азартные дураки'},TG
#8099R2VGC,ЖиРаБаС,0xfff9c908,{'id': 28000449},46166,159,{'name': 'CaillouVsRosie'},TG
#PLVRCP2CY,ヅOsirisᴳᵒᵈ,0xffffffff,{'id': 28000554},46163,160,{'name': 'NO M3CRY'},TG
#GR0R0QGR0,FUT|Master🤫🧏,0xfff05637,{'id': 28000321},46126,161,{'name': 'Ukraine🇺🇦'},TG
#PPYQRQP0Q,ɴᴀᴠɪ | ᴄᴜʙᴇ🎲,0xffff8afb,{'id': 28000565},46066,162,{'name': 'Dark Elite 🖤'},TG
#822YQC0JJ,🎭Dark°|Soul°🎭,0xff1ba5f5,{'id': 28000129},46003,163,{'name': '×TOP UA×'},TG
#8UYUCVYGJ,𝕧[𝕆𝔽𝔽]𝕜𝕒,0xffa2e3fe,{'id': 28000398},45965,164,"{'name': ""🔹¿フクロウsova'""}",TG
#PRR0PC8C8,İtachi,0xff1ba5f5,{'id': 28000400},45930,165,{'name': 'HAWKNEST🔥'},TG
#2YGUYLPLP,阪神|𝚣𝚊𝚟𝚎𝚝,0xffa2e3fe,{'id': 28000479},45913,166,,TG
#20LYGRLUY,:(,0xffffffff,{'id': 28000297},45878,167,{'name': 'р.кошечки=дно'},TG
#8R29G9LLU,yannyッ,0xffffffff,{'id': 28000473},45819,168,{'name': 'мемы3.0'},TG
#8QVY88JV2,Thijmen🧸🤍,0xffffffff,{'id': 28000022},45792,169,{'name': '<c5>Archive</c>'},TG
#8PULQLR8C,RØX|Heat🦋,0xffffffff,{'id': 28000497},45780,170,,TG
#90RYUPCLV,про меня в цело,0xffcb5aff,{'id': 28000233},45775,171,{'name': 'я нуб ср 2'},TG
#9UL9V8UG8,AsN|〽ehmet,0xffcb5aff,{'id': 28000563},45730,172,{'name': 'LUCİFER TEAM😈'},TG
#9Q0220828,егерь_брос,0xffcb5aff,{'id': 28000500},45680,173,{'name': 'Castle of Kings'},TG
#8PJ20PPV8,ㅓㅓ나나ㅏ머나,0xff1ba5f5,{'id': 28000276},45671,174,,TG
#2UVL8GCPU,∆М.О.Р.Т.И.С∆,0xffcb5aff,{'id': 28000610},45668,175,{'name': 'getamangi'},TG
#9P08Y8PJ,Muho Reis,0xfff9c908,{'id': 28000017},45666,176,{'name': 'Olimpos'},TG
#PY089J0GL,zombie play,0xfff05637,{'id': 28000074},45635,177,{'name': 'BEST FRIENDS'},TG
#9LU8LJQQQ,APTEM-Brawl,0xfff9c908,{'id': 28000616},45622,178,{'name': 'Клуб пісюнчиків'},TG
#PJULG00YL,kratos,0xffff9727,{'id': 28000192},45582,179,{'name': '<c4>BOZGUN</c>'},TG
#8U0UJ088,shaq the goat,0xffff8afb,{'id': 28000348},45582,180,{'name': 'COVID'},TG
#8C9GP8G0J,best_bs_555,0xffffffff,{'id': 28000398},45573,181,{'name': 'ИЛЬЯСИК'},TG
#220GYLQ,MazeLove,0xfff9c908,{'id': 28000054},45570,182,{'name': 'ERNIXX CLUB🥵'},TG
#9PJ880YL,Evan |500K,0xffff9727,{'id': 28000203},45558,183,{'name': 'Taylox Army 💙'},TG
#P8RUGRLVU,Хайзенберг,0xffffffff,{'id': 28000018},45547,184,{'name': 'привет'},TG
#28PJ8G989,☕🍪NayshaPro🍪☕,0xfff9c908,{'id': 28000567},45469,185,{'name': 'NP SQUAD'},TG
#PVRUV80JQ,SKRIM,0xffcb5aff,{'id': 28000187},45412,186,{'name': 'Asked Life🩵💤'},TG
#YU0ULYU2,Rip,0xfff9c908,{'id': 28000570},45355,187,{'name': 'крысы в доме'},TG
#QQ00QJ8LC,×͜×ʟovᴇʀs⁀ᶦᵈᵒᶫ,0xfff05637,{'id': 28000226},45235,188,{'name': 'LyuCorp'},TG
#VLGQG8YU,федя дезолятор,0xff1ba5f5,{'id': 28000014},45153,189,{'name': 'Чиназес'},TG
#9G9LLGCRC,¶pŕin©e™,0xffffffff,{'id': 28000364},45108,190,{'name': 'OlgaUA🇺🇦🇵🇱'},TG
#Y22292YUL,jy4ka,0xff4ddba2,{'id': 28000495},45069,191,{'name': 'フランシスコ・ザビエ愛好家'},TG
#8RPJLQ2CU,Hirosimka,0xffa2e3fe,{'id': 28000448},45048,192,{'name': '♿inwalidzi♿'},TG
#P89JU0CV,NaVi | Enotik,0xffa8e132,{'id': 28000132},45042,193,{'name': 'БРЯНСКИЙ ЛЕГИОН'},TG
#LGPY2RCVU,Froksi🐣💛,0xfff9c908,{'id': 28000310},45036,194,{'name': 'MOON🌒🌙'},TG
#2C8JPRGGG,∑Taza🥝world∑,0xff4ddba2,{'id': 28000542},44967,195,{'name': 'THE・夜ふかし2'},TG
#PVRJULRCG,lonkiss,0xffff8afb,{'id': 28000520},44898,196,,TG
#28J0JV9Y8,Ameer,0xffffce89,{'id': 28000156},44822,197,{'name': 'E.E Pros'},TG
#P0P99P2CU,⛩️|ꜰᴏʀɢᴏᴛᴛᴇɴ|🜏,0xffff9727,{'id': 28000313},44808,198,{'name': 'PL on fire🔥'},TG
#82C0UC8CJ,☠_𝐂𝐞𝐦𝐢𝐥_☠,0xfff05637,{'id': 28000534},44764,199,{'name': '『 Dark♛Legion 』'},TG
#YU2P8J00J,jinhyuk,0xff4ddba2,{'id': 28000452},44734,200,{'name': 'Alizay'},TG
#9L0CGGCV9,達|𝐹𝑂𝑈𝐴𝐷🍁,0xfff9c908,{'id': 28000618},78248,1,{'name': 'TT: Lxmine_bs'},TN
#Y0JLJ9VRR,ナナ大好き❤️,0xff1ba5f5,{'id': 28000581},77738,2,{'name': '🩷eye so to🩵'},TN
#8RG0PV28C,Edward Newgate,0xffff9727,{'id': 28000272},77586,3,{'name': '𝗨𝘯𝘭𝘶𝘤𝙠𝘠'},TN
#PVY0229PY,❦︎𝐊𝕆𝐒𝐒A̸𝙔❦,0xffffffff,{'id': 28000599},75277,4,{'name': 'Carryiers〆'},TN
#2V2G8LGV8,ATM|Rovix,0xffcb5aff,{'id': 28000041},74720,5,{'name': 'TikTokTTMTom'},TN
#L8L92U9L,ßØMßĒŘ,0xffa2e3fe,{'id': 28000541},73862,6,{'name': 'A Fiu Gud Yoshi'},TN
#9P899J0RV,༄BorisBoy♧︎,0xff4ddba2,{'id': 28000513},73669,7,{'name': 'SHIELD NL'},TN
#8G0YYJLRV,🌙𝐁𝐚𝐤𝐚𝐫🥀,0xffffffff,{'id': 28000500},73666,8,{'name': 'The Tunisians'},TN
#292CGUL0,Aziz亗,0xffffffff,{'id': 28000596},72214,9,{'name': 'YF7 Community'},TN
#9R920PCJR,mounir,0xffffffff,{'id': 28000536},72155,10,{'name': '楤|FRIENDS🖤⇝'},TN
#9V2PQLCJR,🌊Fìy|Rìnọ❄️,0xff1ba5f5,{'id': 28000000},71984,11,{'name': 'fiy Randoms 😈'},TN
#PJRL8P0RJ,款|𝕵𝖆𝖌𝖚𝖆𝖗⚜,0xfff9c908,{'id': 28000518},70566,12,{'name': 'YT | Z3EM'},TN
#2Q89LVQYC,Mohamed™,0xffffffff,{'id': 28000557},70406,13,,TN
#90CCURYCP,Belthield,0xfff9c908,{'id': 28000518},70366,14,{'name': 'MasterGanG'},TN
#20GQPP200,TN | Bsisa,0xffa2e3fe,{'id': 28000233},70347,15,,TN
#2PUGQJVQC,turbo time,0xffff9727,{'id': 28000602},70042,16,{'name': 'Carryiers〆'},TN
#PLRCCR2YG,Yacine,0xffffffff,{'id': 28000108},69958,17,{'name': 'Carryiers〆'},TN
#P22U9RLJ2,yesmine,0xffffffff,{'id': 28000618},68466,18,,TN
#U8VP20PP,R.E.L.A.X,0xffffffff,{'id': 28000259},68291,19,{'name': 'Carryiers〆'},TN
#8C8PUQCYL,I₥Ø lͥegͣeͫŇ𝖉⇜,0xffffffff,{'id': 28000594},68049,20,{'name': 'A Few Good ...'},TN
#P2L2CR2Y9,SXB,0xffcb5aff,{'id': 28000095},67751,21,{'name': 'Tunisian Stars'},TN
#Y0280PJRY,Amine,0xffff9727,{'id': 28000318},67604,22,{'name': 'AM|family'},TN
#8RRPPQGG,TikTok:Marwen,0xffffffff,{'id': 28000618},67209,23,{'name': 'Carryiers〆'},TN
#QVQ8JQR9,Luciferr,0xffff8afb,{'id': 28000407},67093,24,{'name': 'IMMORTALS'},TN
#9GJCUCU28,HUNTER,0xff4ddba2,{'id': 28000617},66688,25,{'name': 'brawl girls'},TN
#9CCGUP2LU,その|RAYEN🂱,0xffff9727,{'id': 28000170},66577,26,{'name': '⚔️Arab❄Shield ⚔'},TN
#PY8JV8Y9Y,❄️XozazX❄️🗡️,0xffa2e3fe,{'id': 28000221},66409,27,{'name': 'Tunisian Stars'},TN
#Y20UCLR9R,Inferno ま,0xffcb5aff,{'id': 28000618},66404,28,{'name': 'Kevu_Daycare'},TN
#8QRLULR8P,lobster,0xff1ba5f5,{'id': 28000156},66223,29,{'name': 'СИГМА'},TN
#VPP0UYJL,メmσʜαα☯︎,0xffff8afb,{'id': 28000512},65674,30,,TN
#2JPRGUQU0,akainu,0xff4ddba2,{'id': 28000291},65565,31,{'name': 'سراقب وبس'},TN
#RV8UUCUV,سيد العرب,0xffff9727,{'id': 28000073},65526,32,{'name': 'Paradise™'},TN
#P888CQLGY,CM |Gchalanix,0xffcb5aff,{'id': 28000129},65513,33,{'name': 'Revival'},TN
#2RQ8LCYR,SK|osquitar115☣,0xffcb5aff,{'id': 28000215},65410,34,{'name': 'Code Tienda 🐉'},TN
#CRY92LLV,SHARK FF 🦈,0xffa2e3fe,{'id': 28000014},65208,35,{'name': 'BLACK SHARK 🦈'},TN
#V98Q8GQ,mafyetjesus,0xffffffff,{'id': 28000616},65198,36,{'name': 'MYTHIOPIA'},TN
#9GGCRQ9R0,Black Ghost,0xffffffff,{'id': 28000558},65160,37,{'name': 'Paradise™'},TN
#Y2VGYRRC9,th3kingdragon,0xffffffff,{'id': 28000130},65062,38,{'name': 'ÏS|TÊÂM KH'},TN
#P0RGY90LC,🗽TN|LEGEND🗽,0xffffffff,{'id': 28000594},64323,39,{'name': 'Carryiers〆'},TN
#Q8P9R9QLY,Terminator,0xfff9c908,{'id': 28000278},64238,40,{'name': 'BrawlBlitz'},TN
#Q2GCQPC90,NARUTO,0xff1ba5f5,{'id': 28000563},64235,41,{'name': 'AKATSUKI'},TN
#2P8UYVUPP,adli07,0xfff05637,{'id': 28000296},64115,42,{'name': 'YL|E-Sports'},TN
#G2PYVLY,❟❛❟SenSe1❟❛❟,0xfff05637,{'id': 28000003},64030,43,{'name': 'TUNISIA TM🇹🇳'},TN
#22CPCQ0RV,☆♡Mahdi♡☆,0xffa8e132,{'id': 28000616},63880,44,{'name': 'Carryiers〆'},TN
#2V8P2PRUG,YT:SorcierWhite,0xfff9c908,{'id': 28000385},63614,45,{'name': 'YT:SorcierWhite'},TN
#YQUQYQLG2,𝒚𝖘𝖋~𝖏𝖉 シ,0xfff05637,{'id': 28000618},63518,46,{'name': 'Exiled trilogy'},TN
#PRU0UQLY,くコ:彡Squid🦑🇹🇳,0xff1ba5f5,{'id': 28000019},63232,47,{'name': 'Salad Kingdom'},TN
#222Q022CJ,HAWK|Yassone,0xff4ddba2,{'id': 28000136},63217,48,{'name': 'Carryiers〆'},TN
#9URPPPV,abdouh el pro,0xfff9775d,{'id': 28000616},63152,49,{'name': 'cheese el pro'},TN
#LCJ8CGLC,[TGG]$الطآهر$£,0xfff9c908,{'id': 28000290},62894,50,{'name': '3RG Esports'},TN
#UYJ0L,ÜNLÛÇKŸ,0xffcb5aff,{'id': 28000347},62891,51,{'name': 'Revival'},TN
#9P8R9UCQU,drYEET,0xffff8afb,{'id': 28000139},62815,52,{'name': '𝑍𝐸𝑇𝐴 | 𝑇𝑁'},TN
#GVRRLQCJ,🌵|ρzмz:Ͳͷ↯,0xffff8afb,{'id': 28000305},62773,53,{'name': 'Carryiers〆'},TN
#9LQG0JV9,Ƒ.Sσ𝓬ιҽ𝜏ყ,0xfff05637,{'id': 28000562},62760,54,{'name': 'Tunisian Stars'},TN
#LRP2PCL,OP| M O M 3 N❤️,0xffa8e132,{'id': 28000183},62653,55,{'name': '<c0>P</c>halanx'},TN
#8UCRG08J,Hey Im Mouadh,0xffffffff,{'id': 28000525},62370,56,{'name': 'EGY | Demons'},TN
#2PL9LJPLL,THE KING,0xffffffff,{'id': 28000495},62365,57,{'name': 'otaku ❤️\u200d🔥🇹🇳'},TN
#Y9J8JL0LG,TTB|Gaufrette🕊,0xff4ddba2,{'id': 28000150},62285,58,{'name': 'Banga'},TN
#P0VVV82LU,T᭄𝒜𝓂𝒾𝓻★ᴮᴼˢˢ,0xfff9c908,{'id': 28000408},62213,59,{'name': 'Team Germany'},TN
#9G8RQQJRL,▄︻̷̿┻̿═━一7CHICH,0xffa8e132,{'id': 28000614},62204,60,{'name': 'Paradise™'},TN
#28JUYLPLL,hamza,0xffa2e3fe,{'id': 28000618},62171,61,{'name': 'Paradise™'},TN
#JLVJLG2G,TR|Legendario,0xff1ba5f5,{'id': 28000018},62150,62,{'name': 'CM TEAM'},TN
#PCGQ8CGP8,AdamDiaries🥀,0xff1ba5f5,{'id': 28000500},62065,63,{'name': 'The Tunisians'},TN
#8UYLY2RCQ,FTS | Jowke🥀,0xff1ba5f5,{'id': 28000494},61900,64,{'name': 'FT$ Division'},TN
#2J8YQG8G2,🎵☆ Î Ý Ě Đ ☆🎵,0xffa2e3fe,{'id': 28000558},61870,65,{'name': 'otaku ❤️\u200d🔥🇹🇳'},TN
#R80LV2RQ,Lapis Lazuli,0xff1ba5f5,{'id': 28000616},61726,66,{'name': 'Orange Juice'},TN
#Q2PLYU2JQ,Kintsugi,0xffffffff,{'id': 28000089},61709,67,{'name': 'JR | GOLDEN'},TN
#8P2RG2QLU,Nexusラヤ🌺,0xffffce89,{'id': 28000296},61439,68,{'name': 'EvolutioZ'},TN
#PGRUGGV0U,🌀LCN | Lashy🌀,0xffa2e3fe,{'id': 28000498},61406,69,{'name': 'Lucino 🖤'},TN
#YJPLU28VU,crow,0xffa2e3fe,{'id': 28000349},61166,70,{'name': 'TikTokTTMTom'},TN
#8QGL2RCLG,🌙ｍ𝑒ｍⅈ𝒏🥀,0xffffffff,{'id': 28000000},60977,71,{'name': 'The Tunisians'},TN
#CJ8P002Y,AzizDiaries🥀,0xffffffff,{'id': 28000318},60932,72,{'name': 'The Tunisians'},TN
#8R9QYCQ8R,super x,0xffa2e3fe,{'id': 28000574},60911,73,{'name': 'YT:memoo6'},TN
#80P8U9VQQ,FTS | Wezio🥀,0xff1ba5f5,{'id': 28000019},60807,74,{'name': 'Oh My Community'},TN
#8CVCQRGCP,zizo,0xfff05637,{'id': 28000148},60764,75,{'name': 'Me Elite'},TN
#2V9VQURQJ,🇹🇳|Hani~🪐⚜️,0xffcb5aff,{'id': 28000541},60690,76,{'name': 'Gabi’s Family ✨'},TN
#8PRY09RLQ,chxbin,0xffa2e3fe,{'id': 28000061},60585,77,,TN
#V92PCJ28,ザキ🤍zaki,0xffff9727,{'id': 28000618},60583,78,{'name': 'العراب 🇵🇸اخوه'},TN
#9889JPC0J,oussama,0xffff8afb,{'id': 28000019},60529,79,{'name': 'otaku ❤️\u200d🔥🇹🇳'},TN
#Y9QRC9CU8,𝕪𝕒𝕤𝕤𝕚𝕟𝕖ヅ,0xffffffff,{'id': 28000095},60521,80,{'name': '🍕🍕🍕'},TN
#8U8LPRRVP,hahaha,0xfff9c908,{'id': 28000103},60509,81,,TN
#2CJQ0Q292,キラ ~ ｋｉｒａ,0xfff9c908,{'id': 28000618},60455,82,{'name': 'Paradise™'},TN
#YPUPPQYQU,ZETA|Mahdi🥀,0xff1ba5f5,{'id': 28000463},60372,83,{'name': 'EM|ACCADEMY'},TN
#Y9P2GJ8GU,我文`|Luffy🪐,0xff1ba5f5,{'id': 28000123},60345,84,{'name': 'бс монстры'},TN
#LV9YG82VU,LDBㄕ𝓇ᴏĝᤂ𝚖𝗲𝓇,0xffcb5aff,{'id': 28000299},60316,85,{'name': 'The Angels⚡️👼'},TN
#9G0RLLYC9,MR. enderman,0xfff9c908,{'id': 28000213},60206,86,{'name': 'BS CLUB 🌖'},TN
#YC0JCRUGJ,🇹🇳MØƦ3EB 🇹🇳,0xfff9775d,{'id': 28000481},60157,87,{'name': 'TUN|LEGENDS😏'},TN
#PJUUVULJ2,ملك الجلد,0xfff05637,{'id': 28000550},60092,88,{'name': 'The Void'},TN
#29G9PCL8P,Yahyawki,0xfff9c908,{'id': 28000594},59702,89,{'name': 'the shark🦈🦈'},TN
#PQY2QVVUR,abo sabeah,0xffa8e132,{'id': 28000296},59613,90,{'name': 'THE|MASTER⚜️'},TN
#PJY2RYCQQ,NOT yassinex,0xfff05637,{'id': 28000468},59541,91,{'name': 'BLACK LISTE🎱.'},TN
#90RJVG98G,𝑴𝒓.𝒗𝒊𝒓𝒖𝒔,0xffa2e3fe,{'id': 28000481},59350,92,{'name': 'Virus_Army🤟🏾'},TN
#9JLLYRUYP,yassin spy,0xff1ba5f5,{'id': 28000006},59290,93,{'name': '乇丂ㄗ口卂ㄒ丂⚡️🇩🇪'},TN
#Y8G9PJV00,Scooby🤍🇵🇸,0xffffffff,{'id': 28000497},59238,94,{'name': 'دوري العرب'},TN
#9C0YJVVY0,~◇[Azmox]◇~,0xffff8afb,{'id': 28000515},59138,95,{'name': 'Akatsushi 🍣🍜'},TN
#8RV9LCU9J,§toumi§,0xfff05637,{'id': 28000154},58963,96,{'name': 'AKATSUKI'},TN
#9CRVYY8GV,⚡|MO7MED|❄️,0xffffffff,{'id': 28000596},58959,97,{'name': '𝐒𝐏𝐀𝐂𝐄❦'},TN
#9JCQLQ9RC,max🇹🇳🇹🇳,0xffffffff,{'id': 28000019},58918,98,{'name': 'TUN|LEGENDS😏'},TN
#V9GGLV0L,Grimmjow,0xff1ba5f5,{'id': 28000616},58909,99,{'name': 'Paradise™'},TN
#C2QLR90Q,ياسين=شيطان,0xffff9727,{'id': 28000497},58744,100,{'name': '90.000🏆'},TN
#2V8PCCR2Y,fakroun🇹🇳,0xffa2e3fe,{'id': 28000569},58614,101,{'name': 'BrawlBlitz'},TN
#QL0CQYRY,🇹🇳MBF-007🇹🇳,0xffcb5aff,{'id': 28000420},58431,102,{'name': 'Tunisian Stars'},TN
#GYQUUQY,☯タꜱᴡᴀꜰᴇタ啊,0xffcb5aff,{'id': 28000473},58427,103,{'name': 'MC Esports'},TN
#9CPY9QJPJ,🕸️DOFLAMINGO🕷,0xffffce89,{'id': 28000547},58340,104,{'name': 'otaku ❤️\u200d🔥🇹🇳'},TN
#PPRPJVVC,brawel zine,0xffffffff,{'id': 28000614},58164,105,{'name': 'Tunisian Stars'},TN
#YYR8JPLGQ,amenXD,0xffa8e132,{'id': 28000232},58150,106,{'name': 'TheKnoppies'},TN
#P9LGG8V,SHANOX,0xff4ddba2,{'id': 28000482},58132,107,{'name': '🇹🇳كان توانسة'},TN
#JR2JVR0Y,JOSEF GAMER,0xffa2e3fe,{'id': 28000439},58111,108,{'name': 'TUN|LEGENDS😏'},TN
#YP820VJCR,⎛ᴛᴋ⎞𝔻ℍ𝕀𝕐𝔸,0xfff05637,{'id': 28000517},58087,109,{'name': '𝐓𝐊✎'},TN
#LCQYQQV0L,Dino,0xfff9c908,{'id': 28000539},57923,110,{'name': 'BrawlBlitz'},TN
#LCGYV89JG,Kⁱп𝘨𝜣𝐅cɦøc♠️,0xff1ba5f5,{'id': 28000618},57730,111,{'name': 'Chroma-Team'},TN
#2UVQUC2YJ,┊BF┊CROCODILE ™,0xfff9c908,{'id': 28000547},57710,112,{'name': 'Best friends ✨'},TN
#88VCLYYR,🪐| 𝚈𝚊𝚖𝚒🌑,0xffff9727,{'id': 28000555},57681,113,{'name': '§TN|Family🌖'},TN
#Q9P0LLGV0,Narthox,0xff1ba5f5,{'id': 28000129},57647,114,{'name': 'BS|FRANCE'},TN
#20LYGY022,Yassaz,0xfff9c908,{'id': 28000304},57622,115,{'name': 'QLASH MENA 4'},TN
#8PPG9Y8VG,zirak,0xffa2e3fe,{'id': 28000168},57594,116,{'name': 'otaku ❤️\u200d🔥🇹🇳'},TN
#8VVV2GLRY,ＬＵＦＦＹ,0xfff05637,{'id': 28000023},57502,117,{'name': 'ＳＵＰＥＲＨＥＲＯ'},TN
#8YRLGC0UU,•Elicity88• :),0xffffce89,{'id': 28000609},57447,118,{'name': 'KSA ON TOP 1'},TN
#9VVLLVYGV,sam sulek,0xffff8afb,{'id': 28000002},57415,119,{'name': 'BLACK SHARK 🦈'},TN
#YG9VP9998,ＺＯＲＯ,0xffa8e132,{'id': 28000021},57406,120,{'name': 'ＳＵＰＥＲＨＥＲＯ'},TN
#YRVP0CCGU,🇹🇳L3TER🇹🇳,0xffffffff,{'id': 28000536},57116,121,{'name': '7A 𝗜 Esports'},TN
#2GLPPUYL0,bijou-gamer,0xff1ba5f5,{'id': 28000305},57115,122,{'name': 'Reply Totem II'},TN
#YCLJU9UP8,⛩|HACKER ❗🇹🇳,0xffa2e3fe,{'id': 28000443},57079,123,{'name': 'كفتاجي🇹🇳'},TN
#PPUR8PRLP,الاسطورة,0xff1ba5f5,{'id': 28000574},57051,124,{'name': 'THE|MASTER⚜️'},TN
#CGY2P9V,☠️bigboss☠️,0xff1ba5f5,{'id': 28000576},57015,125,{'name': 'Tunisian kings'},TN
#8CUQ2PRV,ilyes,0xfff9c908,{'id': 28000557},57004,126,{'name': 'Me Elite'},TN
#8L9Q88RVL,roskataa,0xffff9727,{'id': 28000205},56987,127,{'name': '<c1>A</c>mperio'},TN
#PCCRPP9RR,seif,0xffa2e3fe,{'id': 28000541},56831,128,{'name': 'seif'},TN
#Y2PQQQ8G9,Ÿõüssėf Gãmėr,0xffffffff,{'id': 28000413},56774,129,{'name': 'Tunisian Stars'},TN
#2Q99RCURY,FRS赛渡,0xff1ba5f5,{'id': 28000123},56756,130,{'name': 'Paradise™'},TN
#809JUG8J2,�zaz�PRO,0xffcb5aff,{'id': 28000314},56749,131,{'name': 'i pejo'},TN
#CV08CLV8,AS LO,0xffcb5aff,{'id': 28000294},56725,132,{'name': 'BLACK SHARK 🦈'},TN
#PC9QPU8YP,RF/JUL,0xffff9727,{'id': 28000290},56664,133,{'name': 'seif'},TN
#90LRR9V0U,✰HuͥŇtͣeͫr✰,0xffcb5aff,{'id': 28000508},56565,134,,TN
#22VCPU9P,ebanytei kozel,0xffcb5aff,{'id': 28000438},56524,135,{'name': 'YT♡Дзен-Нарезки'},TN
#VCYRLVJ8,詩|𝕤𝕠𝕤𝕠🦀,0xffffce89,{'id': 28000574},56508,136,{'name': 'AYZ|eSPORT🥥'},TN
#2Q2CCYPLU,digi jay,0xff1ba5f5,{'id': 28000356},56397,137,{'name': 'NK|GXFANG'},TN
#YRGU0QPL,🥀 ZØ|zouiro✨🕊,0xffffffff,{'id': 28000139},56390,138,{'name': 'دوري العرب'},TN
#YJJLRUY9,slayerpeely,0xfff9c908,{'id': 28000259},56362,139,{'name': 'loz_gaming'},TN
#PJQ92QRUJ,✨MyS⚡AYOUB💫,0xffffffff,{'id': 28000214},56321,140,{'name': 'T.U.N🤍'},TN
#9UCLG8LR8,kawro,0xffcb5aff,{'id': 28000303},56312,141,,TN
#9UCGLPV2Y,Gebril,0xfff05637,{'id': 28000610},56233,142,{'name': '🇹🇳كان توانسة'},TN
#LU2LRCQVV,HOPE | ACHREF🥱,0xffa2e3fe,{'id': 28000296},56166,143,{'name': 'BLACK SHARK 🦈'},TN
#9GUPCUYGQ,TN|aziz64⛩️,0xffffce89,{'id': 28000021},56151,144,{'name': 'Green Frog'},TN
#88RY9JP09,꧁★ĦƗŦMȺN★꧂,0xffffffff,{'id': 28000123},56104,145,{'name': '♛AZERTY♛'},TN
#P0Q0VVLRV,CM|Ramios ff,0xffa2e3fe,{'id': 28000101},56084,146,{'name': 'The Tunisians'},TN
#YCGVGGLLP,h4rry.YT,0xffa2e3fe,{'id': 28000563},56031,147,{'name': 'BLACK SHARK 🦈'},TN
#P002LULJP,"⛩️""ᴮᴬᴰʙᴏʏ",0xffcb5aff,{'id': 28000574},56024,148,{'name': 'CURSED💀FELLOWS'},TN
#YQUC8G0,yassinex,0xffcb5aff,{'id': 28000518},55938,149,{'name': '<c5>BLITZ</c>'},TN
#9JJVRLLUV,crow🦅😅,0xfff05637,{'id': 28000452},55695,150,,TN
#QU09YRL09,⛩️ TA¥ | rant,0xffcb5aff,{'id': 28000562},55665,151,{'name': 'The Tunisians'},TN
#8LR9ULYPY,omar,0xffffffff,{'id': 28000453},55642,152,{'name': 'Big Goals'},TN
#2CGVL2CCJ,Zest💫LiekE,0xff1ba5f5,{'id': 28000264},55631,153,{'name': '아기 상어'},TN
#2PVG8PUCV,や|Youssef⛈️🇹🇳,0xffffffff,{'id': 28000574},55629,154,{'name': 'TN|💫《GOOD MEN》'},TN
#2CJ090CG0,❄ICE_şéýf_BKS❄,0xff1ba5f5,{'id': 28000547},55601,155,{'name': 'Tunisian Stars'},TN
#PQR98LU2C,『ＫＩＲＡ』•ᵍᵒᵒᵈʙᴏʏツ,0xff1ba5f5,{'id': 28000430},55477,156,{'name': 'TUN|LEGENDS😏'},TN
#8CPYQCL9V,SkyMage,0xffff8afb,{'id': 28000092},55401,157,{'name': 'Tunisian Stars'},TN
#8C2RQC9VC,Bibi Bye Bye,0xfff9c908,{'id': 28000576},55287,158,{'name': 'TT: Excell BS'},TN
#28G9LQ8GY,HRC AMIN✓,0xffa2e3fe,{'id': 28000450},55176,159,{'name': 'BLACK SHARK 🦈'},TN
#JQPGUL2Y,dim07bond,0xff4ddba2,{'id': 28000389},55169,160,{'name': 'тяжёлый люкс'},TN
#9RG00VRLY,blarod,0xffcb5aff,{'id': 28000610},55161,161,{'name': 'NB|france🇫🇷'},TN
#98298YUPG,Fabio💞A-あそ,0xfff9c908,{'id': 28000278},55136,162,,TN
#92QVYCP99,ayouy pro 12,0xffa2e3fe,{'id': 28000294},55090,163,{'name': 'The Tunisians'},TN
#98PVP00Q8,костеноги,0xffcb5aff,{'id': 28000576},55066,164,{'name': 'Супер Мега'},TN
#PY9QY89CP,T bag 😈,0xffff8afb,{'id': 28000281},55033,165,{'name': 'Tropical Juice'},TN
#YL9YQYLYU,のろい YKB 乙.💘,0xffffffff,{'id': 28000500},55029,166,{'name': 'les mecs'},TN
#2PLPVPVQC,•Deruw•,0xfff05637,{'id': 28000614},55019,167,{'name': 'Супер Мега'},TN
#PLVCLPCRJ,cursed lazanya,0xff1ba5f5,{'id': 28000375},54944,168,{'name': 'otaku ❤️\u200d🔥🇹🇳'},TN
#9GP20JR29,eliot,0xffa2e3fe,{'id': 28000205},54907,169,{'name': 'Kuwait City'},TN
#8VV2UCJ2C,Lamp😴🙃λαμπ,0xffcb5aff,{'id': 28000497},54861,170,{'name': '超市雪莲只要五毛'},TN
#PR0JJC0YG,No Teaming 💀,0xff1ba5f5,{'id': 28000618},54814,171,{'name': 'fear|😍'},TN
